LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,ZIP CODE,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LATITUDE,LONGITUDE,selected
"4C RIVERSIDE, LLC",PORTER KITCHEN AND DECK,150 N RIVERSIDE PLZ,60606,8/31/17,9/15/19,41.88509,-87.63841,polygon
"4C RIVERSIDE, LLC",PORTER KITCHEN AND DECK,150 N RIVERSIDE PLZ,60606,8/31/17,9/15/19,41.88509,-87.63841,polygon
"4C RIVERSIDE, LLC",PORTER KITCHEN AND DECK,150 N RIVERSIDE PLZ,60606,8/31/17,9/15/19,41.88509,-87.63841,polygon
"AMERICAN MULTI-CINEMA, INC.",AMC THEATRES NAVY PIER IMAX,600 E GRAND AVE FP-07,60611,9/15/17,10/15/19,41.89209,-87.61157,polygon
"BRIX CATERING & EVENTS, INC.",BRIX CATERING & EVENTS,2036 W ROSCOE ST 1,60618,9/19/17,10/15/19,41.94331,-87.67989,polygon
"BRIX CATERING & EVENTS, INC.",BRIX CATERING & EVENTS,2036 W ROSCOE ST 1,60618,9/19/17,10/15/19,41.94331,-87.67989,polygon
"MADISON ROOM, LLC",THE MADISON BAR + KITCHEN / WEST LOOP SUSHI,1027 W MADISON ST 1,60607,9/20/17,10/15/19,41.88157,-87.65313,polygon
J & C TUTTI FRUTTI II INC.,SUSHI +,3219 N BROADWAY,60657,9/21/17,10/15/19,41.94065,-87.64427,polygon
HILTON MANAGEMENT LLC,CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,60605,9/26/17,10/15/19,41.87280,-87.62434,polygon
HILTON MANAGEMENT LLC,CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,60605,9/26/17,10/15/19,41.87280,-87.62434,polygon
HILTON MANAGEMENT LLC,CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,60605,9/26/17,10/15/19,41.87280,-87.62434,polygon
HILTON MANAGEMENT LLC,CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,60605,9/27/17,10/15/19,41.87280,-87.62434,polygon
HILTON MANAGEMENT LLC,CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,60605,9/27/17,10/15/19,41.87280,-87.62434,polygon
HILTON MANAGEMENT LLC,CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,60605,9/27/17,10/15/19,41.87280,-87.62434,polygon
HILTON MANAGEMENT LLC,CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,60605,9/27/17,10/15/19,41.87280,-87.62434,polygon
"RIZZO'S BAR & INN, LLC",RIZZO'S BAR & INN,3658 N CLARK ST 1,60613,9/28/17,10/15/19,41.94868,-87.65788,polygon
"101 CHASE, INC.",THE DUGOUT / PRESS BOX,950 W ADDISON ST LL & 1ST,60613,10/3/17,10/15/19,41.94736,-87.65393,polygon
YELLOW TURTLE ENTERPRISES INC.,CANNIKIN,3466-3470 N CLARK ST 1ST,60657,10/5/17,10/15/19,41.94516,-87.65504,polygon
EPIPHANY STRATEGY GROUP LLC,"POP'S ITALIAN BEEF - OLDTOWN, CHICAGO",155-159 W NORTH AVE 1,60610,10/5/17,10/15/19,41.91105,-87.63384,polygon
"RP RESTAURANT, LLC",GIBSONS ITALIA,233 N CANAL ST 2-4,60606,10/11/17,10/15/19,41.88678,-87.63974,polygon
"RP RESTAURANT, LLC",GIBSONS ITALIA,233 N CANAL ST 2-4,60606,10/11/17,10/15/19,41.88678,-87.63974,polygon
"RP RESTAURANT, LLC",GIBSONS ITALIA,233 N CANAL ST 2-4,60606,10/11/17,10/15/19,41.88678,-87.63974,polygon
"RP RESTAURANT, LLC",GIBSONS ITALIA,233 N CANAL ST 2-4,60606,10/11/17,10/15/19,41.88678,-87.63974,polygon
FLIP N D'S INC,FLIP N D'S INC,3215 N HARLEM AVE,60634,10/12/17,10/15/19,41.93848,-87.80662,polygon
LAKEFRONT HOSPITALITY GROUP LLC,THEATER ON THE LAKE/THE LAKEFRONT RESTAURANT,2401 N LAKE SHORE DR,60614,10/13/17,10/15/19,41.92625,-87.63104,polygon
LAKEFRONT HOSPITALITY GROUP LLC,THEATER ON THE LAKE/THE LAKEFRONT RESTAURANT,2401 N LAKE SHORE DR,60614,10/13/17,10/15/19,41.92625,-87.63104,polygon
LAKESHORE CAFE LLC,THE DRUNKEN BEAN,400 E SOUTH WATER ST 1 3,60601,10/13/17,10/15/19,41.88663,-87.61741,polygon
NEXTEXIT LLC,BRAIN DRAIN,11 E ILLINOIS ST 4,60611,10/13/17,10/15/19,41.89076,-87.62755,polygon
UMLAUT BREWING LLC,OFF COLOR BREWING,1460 N KINGSBURY ST,60642,10/13/17,10/15/19,41.90754,-87.65150,polygon
LAKEFRONT HOSPITALITY GROUP LLC,THEATER ON THE LAKE/THE LAKEFRONT RESTAURANT,2401 N LAKE SHORE DR,60614,10/13/17,10/15/19,41.92625,-87.63104,polygon
PRIVATE LOFT EVENTS LLC,THE LOFT AT MONTEVERDE,1-9 N CARPENTER ST 3 & 4,60607,10/25/17,10/15/19,41.88175,-87.65305,polygon
"CINEMAS ENTERTAINMENT, LLC","CINEMAS ENTERTAINMENT, LLC",3330 W ROOSEVELT RD,60624,3/14/18,10/15/19,41.86647,-87.70939,polygon
CHEVAL RIVERSIDE LLC,SMALL CHEVAL,150 N RIVERSIDE PLZ,60606,10/16/17,11/15/19,41.88509,-87.63841,polygon
"700 N. SEDGWICK RESTAURANT, LLC",GRAND POOBAH,700 N SEDGWICK ST,60654,10/19/17,11/15/19,41.89477,-87.63869,polygon
RESTAURANT ASSOCIATES  L.L.C.,RESTAURANT ASSOCIATES  L.L.C.,320 N MORGAN ST 10 600,60607,10/20/17,11/15/19,41.88745,-87.65234,polygon
VAP MIRACLE MILE LLC,VAPIANO,58 E ONTARIO ST 1 & 2,60611,10/23/17,11/15/19,41.89342,-87.62583,polygon
ELSEWHERE LLC,THE MOONLIGHTER,3204-3206 W ARMITAGE AVE 1,60647,10/25/17,11/15/19,41.91751,-87.70722,polygon
PRIVATE LOFT EVENTS LLC,THE LOFT AT MONTEVERDE,1-9 N CARPENTER ST 3 & 4,60607,10/25/17,11/15/19,41.88175,-87.65305,polygon
ELSEWHERE LLC,THE MOONLIGHTER,3204-3206 W ARMITAGE AVE 1,60647,10/25/17,11/15/19,41.91751,-87.70722,polygon
LAKEFRONT HOSPITALITY GROUP LLC,THEATER ON THE LAKE/THE LAKEFRONT RESTAURANT,2401 N LAKE SHORE DR,60614,10/26/17,11/15/19,41.92625,-87.63104,polygon
BOKA 564 LLC,THE BELLEMORE,564 W RANDOLPH ST 1,60661,10/27/17,11/15/19,41.88454,-87.64233,polygon
"BUONA BEEF, LLC",BUONA,613-617 N MCCLURG CT 1,60611,10/27/17,11/15/19,41.89312,-87.61758,polygon
HANNAH'S BRETZEL 400 N. LASALLE LLC,HANNAHS BRETZEL 400 N. LASALLE LLC,400 N LA SALLE DR 1ST,60654,11/1/17,11/15/19,41.88923,-87.63267,polygon
HANNAH'S BRETZEL 400 N. LASALLE LLC,HANNAHS BRETZEL 400 N. LASALLE LLC,400 N LA SALLE DR 1ST,60654,11/1/17,11/15/19,41.88923,-87.63267,polygon
"TCA - 2020 WEST, LLC",MIDTOWN ATHLETIC CLUB AND HOTEL,2444 N ELSTON AVE,60647,11/3/17,11/15/19,41.92585,-87.67884,polygon
ESCAPADES LLC,ESCAPADES,153 W OHIO ST BSMT,60654,11/9/17,11/15/19,41.89229,-87.63321,polygon
"EL TEQUILAS, LLC",EL TEQUILAS,2826 N LINCOLN AVE 1,60657,11/13/17,11/15/19,41.93310,-87.65968,polygon
"EL TEQUILAS, LLC",EL TEQUILAS,2826 N LINCOLN AVE 1,60657,11/13/17,11/15/19,41.93310,-87.65968,polygon
"41 E. CHESTNUT CRAB PARTNERS, LLC","TRULUCK'S SEAFOOD, STEAK AND CRAB HOUSE",41 E CHESTNUT ST 1ST&MEZZ,60611,11/13/17,11/15/19,41.89824,-87.62663,polygon
LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,1801 W JACKSON BLVD 1,60612,11/14/17,11/15/19,41.87743,-87.67177,polygon
"TRICKERY, INC.",TRICKERY,3453-3455 N HALSTED ST,60657,11/15/17,11/15/19,41.94524,-87.64927,polygon
Fairmont Hotels & Resorts (U.S.) Inc.,The Fairmont Chicago,200 N COLUMBUS DR,60601,11/15/17,11/15/19,41.88601,-87.62083,polygon
MAI TAI INC,MAI TAI,614 S WABASH AVE 1,60605,11/16/17,11/15/19,41.87406,-87.62614,polygon
DMK COFFEE I LLC,WEREWOLF COFFEE BAR,1765 N ELSTON AVE 1,60622,11/22/17,11/15/19,41.91474,-87.66498,polygon
"DOS RUEDAS, LLC",RED & WHITE WINES,1845 N OAKLEY AVE 1ST,60647,11/15/17,12/15/19,41.91538,-87.68474,polygon
FURIOUS SPOON LAKEVIEW LLC,FURIOUS SPOON,800 W BELMONT AVE 1,60657,11/17/17,12/15/19,41.94009,-87.64931,polygon
"MERCENARY BREWERY & DISTILLERY, LLC",MAPLEWOOD BREWING COMPANY,2717 N MAPLEWOOD AVE 1,60647,11/20/17,12/15/19,41.93096,-87.69138,polygon
"ME RESTAURANTS II, INC.",LOWCOUNTRY 2,1132 S WABASH AVE 1,60605,11/28/17,12/15/19,41.86826,-87.62599,polygon
PINK SQUIRREL BAR LLC,PINK SQUIRREL,2414 N MILWAUKEE AVE 1,60647,11/30/17,12/15/19,41.92499,-87.70099,polygon
PINK SQUIRREL BAR LLC,PINK SQUIRREL,2414 N MILWAUKEE AVE 1,60647,11/30/17,12/15/19,41.92499,-87.70099,polygon
BRATS LLC,PAZZO'S,825 S STATE ST 1,60605,12/1/17,12/15/19,41.87146,-87.62737,polygon
SUSHI-SAN RIVER NORTH LLC,SUSHI-SAN,63 W GRAND AVE 1,60654,12/1/17,12/15/19,41.89152,-87.63052,polygon
"70 RESTAURANT GROUP, INC.",STOCK AND LEDGER,70 W MADISON ST,60602,12/1/17,12/15/19,41.88209,-87.63039,polygon
"DEL FRISCO'S OF CHICAGO, LLC",DEL FRISCO'S DOUBLE EAGLE STEAK HOUSE,58 E OAK ST,60611,12/7/17,12/15/19,41.90089,-87.62622,polygon
SUSHI-SAN RIVER NORTH LLC,SUSHI-SAN,63 W GRAND AVE 1,60654,12/7/17,12/15/19,41.89152,-87.63052,polygon
"ARAMARK SERVICES, INC",ARAMARK AT DELOITTE,111 S WACKER DR 27,60606,12/8/17,12/15/19,41.88033,-87.63658,polygon
"ARAMARK SERVICES, INC",ARAMARK AT DELOITTE,111 S WACKER DR 27,60606,12/8/17,12/15/19,41.88033,-87.63658,polygon
ARISTA HOLDINGS INC.,STELIOS' BOTTLES & BITES,19 S MORGAN ST 1,60607,12/12/17,12/15/19,41.88110,-87.65187,polygon
MAILLARD TAVERN LLC,MAILLARD TAVERN,494 N MILWAUKEE AVE,60654,12/13/17,12/15/19,41.89096,-87.64747,polygon
THE QUANDARY LLC,THE QUANDARY,3205 N CLARK ST 1 100,60657,12/13/17,12/15/19,41.94020,-87.65071,polygon
"A LOVELY IDEA, LLC",BAKIN' & EGGS,3120 N LINCOLN AVE 1,60657,12/13/17,12/15/19,41.93832,-87.66698,polygon
"3938 AVONDALE, LLC",CRAWFORDS,3938-3942 W SCHOOL ST 1,60618,12/13/17,12/15/19,41.94104,-87.72639,polygon
3848 N. HARLEM TAVERN LLC,THE BREWERY,3848 N HARLEM AVE 1,60634,12/14/17,12/15/19,41.95035,-87.80733,polygon
3848 N. HARLEM TAVERN LLC,THE BREWERY,3848 N HARLEM AVE 1,60634,12/14/17,12/15/19,41.95035,-87.80733,polygon
SPERTUS COLLEGE OF JUDAICA,"Spertus Institute for Jewish Learning and Leadership; Venue SIX10",610-616 S MICHIGAN AVE 1-10,60605,1/5/18,12/15/19,41.87417,-87.62437,polygon
SPERTUS COLLEGE OF JUDAICA,"Spertus Institute for Jewish Learning and Leadership; Venue SIX10",610-616 S MICHIGAN AVE 1-10,60605,1/5/18,12/15/19,41.87417,-87.62437,polygon
SUSHI NANIWA INC,BAR CARGO,605-607 N WELLS ST 1ST,60654,11/16/17,12/15/19,41.89257,-87.63395,polygon
"COLECTIVO COFFEE ROASTERS, INC.",COLECTIVO COFFEE,2261 N MILWAUKEE AVE 1,60647,12/22/17,1/15/20,41.92219,-87.69597,polygon
"COLECTIVO COFFEE ROASTERS, INC.",COLECTIVO COFFEE,2261 N MILWAUKEE AVE 1,60647,12/22/17,1/15/20,41.92219,-87.69597,polygon
"MLCL GROUP, LLC",PERSONA,408-412 S WELLS ST 1,60607,12/27/17,1/15/20,41.87660,-87.63383,polygon
ADRIANNE'S CATERING LLC,ADRIANNE'S CATERING LLC,3109 N BROADWAY  1,60657,12/27/17,1/15/20,41.93805,-87.64419,polygon
"CANTINA CHICAGO, LLC",TACO BELL,178 N WABASH AVE 1,60601,12/27/17,1/15/20,41.88531,-87.62641,polygon
"MLCL GROUP, LLC",PERSONA,408-412 S WELLS ST 1,60607,12/27/17,1/15/20,41.87660,-87.63383,polygon
CHEVAL WELLS LLC,SMALL CHEVAL,1345 N WELLS ST 1,60610,12/28/17,1/15/20,41.90707,-87.63444,polygon
KNEAD GREAT PIZZA COMPANY,KNEAD,2101 W NORTH AVE B+1ST,60647,12/29/17,1/15/20,41.91033,-87.68010,polygon
UNIVERSITY CLUB OF CHICAGO,UNIVERSITY CLUB OF CHICAGO,76 E MONROE ST LL-12,60603,1/4/18,1/15/20,41.88092,-87.62493,polygon
UNIVERSITY CLUB OF CHICAGO,UNIVERSITY CLUB OF CHICAGO,76 E MONROE ST LL-12,60603,1/4/18,1/15/20,41.88092,-87.62493,polygon
"SLEEPING VILLAGE, INC.",SLEEPING VILLAGE,3734-3738 W BELMONT AVE 1,60618,1/5/18,1/15/20,41.93928,-87.72120,polygon
SPERTUS COLLEGE OF JUDAICA,"Spertus Institute for Jewish Learning and Leadership; Venue SIX10",610-616 S MICHIGAN AVE 1-10,60605,1/5/18,1/15/20,41.87417,-87.62437,polygon
"SLEEPING VILLAGE, INC.",SLEEPING VILLAGE,3734-3738 W BELMONT AVE 1,60618,1/5/18,1/15/20,41.93928,-87.72120,polygon
"SLEEPING VILLAGE, INC.",SLEEPING VILLAGE,3734-3738 W BELMONT AVE 1,60618,1/5/18,1/15/20,41.93928,-87.72120,polygon
SPERTUS COLLEGE OF JUDAICA,"Spertus Institute for Jewish Learning and Leadership; Venue SIX10",610-616 S MICHIGAN AVE 1-10,60605,1/5/18,1/15/20,41.87417,-87.62437,polygon
STRAWDOG THEATRE COMPANY,STRAWDOG THEATRE COMPANY,1800-1812 W BERENICE AVE 1ST,60613,1/8/18,1/15/20,41.95159,-87.67427,polygon
"BLUE IRIS CAFE, INC.",TRADER TODD'S RESTAURANT & BAR,3216 N SHEFFIELD AVE 1,60657,1/12/18,1/15/20,41.94046,-87.65427,polygon
ROMME HOSPITALITY LLC,PROGRESSBAR,3359 N HALSTED ST 1,60657,1/16/18,1/15/20,41.94357,-87.64923,polygon
STRAWDOG THEATRE COMPANY,STRAWDOG THEATRE COMPANY,1800-1812 W BERENICE AVE 1ST,60613,1/16/18,2/15/20,41.95159,-87.67427,polygon
ROMME HOSPITALITY LLC,PROGRESSBAR,3359 N HALSTED ST 1,60657,1/16/18,2/15/20,41.94357,-87.64923,polygon
DMK WILLOW LLC,FORT WILLOW,1721 N ELSTON AVE 1-2,60622,1/18/18,2/15/20,41.91373,-87.66422,polygon
PANDIX GROUP LLC,606 CAFE/BAR,1641 W CHICAGO AVE,60622,1/22/18,2/15/20,41.89594,-87.66896,polygon
OCHUMN CORPORATION,EL FARO CARIBBEAN SEAFOOD,2701 W DIVISION ST,60622,2/7/18,2/15/20,41.90284,-87.69454,polygon
"CANTINA CHICAGO, LLC",TACO BELL,407 S DEARBORN ST 1,60605,2/8/18,2/15/20,41.87670,-87.62911,polygon
"MOD SUPER FAST PIZZA, LLC",MOD PIZZA,1000 W NORTH AVE 1,60642,2/8/18,2/15/20,41.91095,-87.65316,polygon
"PUSSYTAILS, INC.",WOOD,3335-3337 N HALSTED ST 1,60657,2/9/18,2/15/20,41.94282,-87.64921,polygon
INTERURBAN CAFE & PASTRY SHOP LLC,INTERURBAN,1438 W CORTLAND ST 1,60642,2/20/18,3/15/20,41.91700,-87.66460,polygon
"AUDIOLEAF SCHUBAS OPERATING I, LLC",SCHUBA'S TAVERN/ TIED HOUSE,3153-3159 N SOUTHPORT AVE 1 & 2,60657,2/22/18,3/15/20,41.93953,-87.66367,polygon
"FIRST WURST, LLC",DOG HAUS,2464-2466 N LINCOLN AVE 1,60614,2/27/18,3/15/20,41.92674,-87.65079,polygon
TACO MADRE STATE INC,TACO MADRE,823 S STATE ST 1,60605,2/27/18,3/15/20,41.87149,-87.62737,polygon
SIX NINE FOUR LLC,SIX NINE FOUR,694 N MILWAUKEE AVE 1-2,60642,2/28/18,3/15/20,41.89423,-87.65252,polygon
"SANKO RESTAURANT, INC.",THE NORTHSIDE STRETCH,3485 N CLARK ST 1,60657,3/2/18,3/15/20,41.94574,-87.65517,polygon
"PUNCH BOWL CHICAGO WEST LOOP, LLC",PUNCH BOWL SOCIAL,310 N GREEN ST 1-2,60607,3/6/18,3/15/20,41.88719,-87.64883,polygon
CARSON'S RIVER EAST LLC,CARSON'S RIBS,465 E ILLINOIS ST 1,60611,3/6/18,3/15/20,41.89099,-87.61530,polygon
"FOXTROT VENTURES, INCORPORATED",THE MARKET BY FOXTROT,1722 W DIVISION ST 1,60622,3/7/18,3/15/20,41.90340,-87.67103,polygon
ROYAL PALMS CHICAGO LLC,ROYAL PALMS SHUFFLEBOARD CLUB,1750 N MILWAUKEE AVE 1,60647,3/9/18,3/15/20,41.91314,-87.68196,polygon
"PUNCH BOWL CHICAGO WEST LOOP, LLC",PUNCH BOWL SOCIAL,310 N GREEN ST 1-2,60607,3/9/18,3/15/20,41.88719,-87.64883,polygon
"BAD AXE THROWING USA, INC.",BAD AXE THROWING,2828 N CLARK ST 1,60657,3/9/18,3/15/20,41.93347,-87.64560,polygon
"O.T. BAR AND GRILL, INC.",OVERTIME BAR AND GRILL VIP,6714-6718 W BELMONT AVE 1,60634,3/16/18,3/15/20,41.93830,-87.79391,polygon
"RP RESTAURANT, LLC",GIBSONS ITALIA,233 N CANAL ST 2-4,60606,3/15/18,4/15/20,41.88678,-87.63974,polygon
"MAMA LOUKAS, INC.",VINES ON CLARK,3550-3554 N CLARK ST 1,60657,3/15/18,4/15/20,41.94684,-87.65640,polygon
ROYAL PALMS CHICAGO LLC,ROYAL PALMS SHUFFLEBOARD CLUB,1750 N MILWAUKEE AVE 1,60647,3/16/18,4/15/20,41.91314,-87.68196,polygon
"IDM GROUP, LLC",BUCKINGHAM HOTEL,440 S LA SALLE ST 40,60605,3/19/18,4/15/20,41.87589,-87.63188,polygon
